"コード","銘柄名","市場","現在値","前日比(%)","株価(円)","時価総額(百万円)"
"8609","岡三証券グループ","東P","630","+5.0(+0.80%)","630.0","145,667"
"8613","丸三証券","東P","995","-5.0(-0.50%)","995.0","67,061"
"8614","東洋証券","東P","579","-13.0(-2.20%)","579.0","42,775"
"8616","東海東京フィナンシャルＨＬＤＧ","東P","510","+2.0(+0.39%)","510.0","132,897"
"8622","水戸証券","東P","557","-2.0(-0.36%)","557.0","36,589"
"8624","いちよし証券","東P","792","-2.0(-0.25%)","792.0","30,042"
"8628","松井証券","東P","806","+0.0(+0.00%)","806.0","208,967"
"8630","ＳＯＭＰＯ　ＨＬＤＧ","東P","4398.0","-21.0(-0.48%)","4,398.0","4,356,140"
"8697","日本取引所グループ","東P","1608.5","+1.5(+0.09%)","1,608.5","1,680,204"
"8698","マネックスグループ","東P","848","-2.0(-0.24%)","848.0","218,739"
"8706","極東証券","東P","1639","+0.0(+0.00%)","1,639.0","53,725"
"8707","岩井コスモＨＬＤＧ","東P","2582","-30.0(-1.15%)","2,582.0","64,583"
"8708","アイザワ証券グループ","東P","1774","-14.0(-0.78%)","1,774.0","84,311"
"8713","フィデアＨＬＤＧ","東P","1543","-23.0(-1.47%)","1,543.0","27,993"
"8714","池田泉州ＨＬＤＧ","東P","415","-5.0(-1.19%)","415.0","116,619"
"8715","アニコムＨＤ","東P","555","-4.0(-0.72%)","555.0","45,127"
"8725","ＭＳ＆ＡＤインシュアランスＨＤ","東P","3142.0","-53.0(-1.66%)","3,142.0","5,053,590"
"8739","スパークス・グループ","東P","1560","+0.0(+0.00%)","1,560.0","65,061"
"8750","第一生命ＨＬＤＧ","東P","4602.0","-15.0(-0.32%)","4,602.0","4,384,525"
"8766","東京海上ＨＬＤＧ","東P","5126.0","-57.0(-1.10%)","5,126.0","10,139,228"
"8771","イー・ギャランティ","東P","1771","+31.0(+1.78%)","1,771.0","84,654"
"8793","ＮＥＣキャピタルソリューション","東P","3900","-15.0(-0.38%)","3,900.0","84,024"
"8795","Ｔ＆Ｄ　ＨＬＤＧ","東P","3152.0","-18.0(-0.57%)","3,152.0","1,714,688"
"8798","アドバンスクリエイト","東P","574","-1.0(-0.17%)","574.0","13,195"
"8801","三井不動産","東P","1290.5","-31.5(-2.38%)","1,290.5","3,590,416"
"8802","三菱地所","東P","2192.0","-9.0(-0.41%)","2,192.0","2,741,839"
"8803","平和不動産","東P","4775","+10.0(+0.21%)","4,775.0","185,556"
"8804","東京建物","東P","2410.0","-25.5(-1.05%)","2,410.0","504,094"
"8818","京阪神ビルディング","東P","1490","-5.0(-0.33%)","1,490.0","72,729"
"8830","住友不動産","東P","5038.0","-63.0(-1.24%)","5,038.0","2,398,521"
"8848","レオパレス２１","東P","597","-3.0(-0.50%)","597.0","196,646"
"8850","スターツコーポレーション","東P","4105","-40.0(-0.97%)","4,105.0","221,663"
"8860","フジ住宅","東P","736","+0.0(+0.00%)","736.0","27,122"
"8864","空港施設","東P","594","+1.0(+0.17%)","594.0","31,470"
"8876","リログループ","東P","1878.5","-25.5(-1.34%)","1,878.5","287,441"
"8877","エスリード","東P","4450","-55.0(-1.22%)","4,450.0","68,822"
"8881","日神グループＨＬＤＧ","東P","543","-1.0(-0.18%)","543.0","25,495"
"8892","日本エスコン","東P","1039","-4.0(-0.38%)","1,039.0","102,426"
"8897","ＭＩＲＡＲＴＨＨＬＤＧ","東P","507","-2.0(-0.39%)","507.0","71,132"
"8905","イオンモール","東P","1927.5","-4.5(-0.23%)","1,927.5","438,630"
"8919","カチタス","東P","2182","+20.0(+0.93%)","2,182.0","171,616"
"8923","トーセイ","東P","2456","+9.0(+0.37%)","2,456.0","119,567"
"8934","サンフロンティア不動産","東P","1977","-5.0(-0.25%)","1,977.0","96,390"
"8935","ＦＪネクストＨＬＤＧ","東P","1186","-6.0(-0.50%)","1,186.0","41,091"
"8999","グランディハウス","東P","590","+0.0(+0.00%)","590.0","18,186"
"9001","東武鉄道","東P","2628.0","-10.0(-0.38%)","2,628.0","528,794"
"9003","相鉄ＨＬＤＧ","東P","2427.5","-27.0(-1.10%)","2,427.5","238,248"
"9005","東急","東P","1703.0","-18.5(-1.07%)","1,703.0","1,064,153"
"9006","京浜急行電鉄","東P","1506.0","+52.0(+3.58%)","1,506.0","415,295"
"9007","小田急電鉄","東P","1489.5","-19.5(-1.29%)","1,489.5","548,877"
"9008","京王電鉄","東P","3944.0","-26.0(-0.65%)","3,944.0","507,004"
"9009","京成電鉄","東P","1488.0","-50.0(-3.25%)","1,488.0","769,644"
"9010","富士急行","東P","2369","-31.0(-1.29%)","2,369.0","130,022"
"9020","東日本旅客鉄道","東P","2819.0","+0.0(+0.00%)","2,819.0","3,197,907"
"9021","西日本旅客鉄道","東P","2873.0","-13.0(-0.45%)","2,873.0","1,353,211"
"9022","東海旅客鉄道","東P","2860.0","+3.5(+0.12%)","2,860.0","2,945,800"
"9023","東京地下鉄","東P","1800.0","-37.0(-2.01%)","1,800.0","1,045,800"
"9024","西武ＨＬＤＧ","東P","3164.0","-88.0(-2.71%)","3,164.0","1,023,437"
"9025","鴻池運輸","東P","2933","-61.0(-2.04%)","2,933.0","167,042"
"9031","西日本鉄道","東P","2187.0","-6.5(-0.30%)","2,187.0","173,561"
"9037","ハマキョウレックス","東P","1250","-5.0(-0.40%)","1,250.0","95,060"
"9039","サカイ引越センター","東P","2314","-37.0(-1.57%)","2,314.0","97,938"
"9041","近鉄グループＨＬＤＧ","東P","3278.0","+6.0(+0.18%)","3,278.0","624,990"
"9042","阪急阪神ＨＬＤＧ","東P","3655.0","-25.0(-0.68%)","3,655.0","924,747"
"9044","南海電気鉄道","東P","2509.0","-16.0(-0.63%)","2,509.0","284,527"
"9045","京阪ＨＬＤＧ","東P","3377.0","+1.0(+0.03%)","3,377.0","382,218"
"9046","神戸電鉄","東P","2495","+2.0(+0.08%)","2,495.0","20,114"
"9048","名古屋鉄道","東P","1788.5","+18.5(+1.05%)","1,788.5","351,799"
"9052","山陽電気鉄道","東P","2036","-8.0(-0.39%)","2,036.0","45,465"
"9064","ヤマトＨＬＤＧ","東P","1944.0","+35.0(+1.83%)","1,944.0","700,805"
"9065","山九","東P","5826.0","+7.0(+0.12%)","5,826.0","341,245"
"9066","日新","東P","4405","+50.0(+1.15%)","4,405.0","68,334"
"9068","丸全昭和運輸","東P","5810","-20.0(-0.34%)","5,810.0","119,792"
"9069","センコーグループＨＬＤＧ","東P","1417","-8.0(-0.56%)","1,417.0","248,956"
"9070","トナミＨＬＤＧ","東P","6100","-130.0(-2.09%)","6,100.0","59,542"
"9072","ニッコンＨＬＤＧ","東P","2298.0","+39.0(+1.73%)","2,298.0","290,651"
"9075","福山通運","東P","3675","+60.0(+1.66%)","3,675.0","149,831"
"9076","セイノーＨＬＤＧ","東P","2226.0","-9.5(-0.42%)","2,226.0","417,775"
"9081","神奈川中央交通","東P","3865","-35.0(-0.90%)","3,865.0","48,699"
"9090","ＡＺ−ＣＯＭ丸和ＨＬＤＧ","東P","1243","+17.0(+1.39%)","1,243.0","171,515"
"9101","日本郵船","東P","5194.0","-12.0(-0.23%)","5,194.0","2,394,434"
"9104","商船三井","東P","5514.0","+1.0(+0.02%)","5,514.0","1,999,124"
"9107","川崎汽船","東P","2149.0","-3.5(-0.16%)","2,149.0","1,450,945"
"9110","ＮＳユナイテッド海運","東P","4095","+0.0(+0.00%)","4,095.0","98,160"
"9119","飯野海運","東P","1052","+2.0(+0.19%)","1,052.0","114,563"
"9142","九州旅客鉄道","東P","3627.0","-21.0(-0.58%)","3,627.0","570,533"
"9143","ＳＧ　ＨＬＤＧ","東P","1441.5","+32.5(+2.31%)","1,441.5","923,129"
"9147","ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳ","東P","2670.0","+26.0(+0.98%)","2,670.0","696,870"
"9161","ＩＤ＆Ｅ　ＨＬＤＧ","東P","6480","+0.0(+0.00%)","6,480.0","97,812"
"9201","日本航空","東P","2599.5","+5.0(+0.19%)","2,599.5","1,136,355"
"9202","ＡＮＡ　ＨＬＤＧ","東P","2883.0","-9.0(-0.31%)","2,883.0","1,396,218"
"9216","ビーウィズ","東P","1425","+6.0(+0.42%)","1,425.0","20,086"
"9229","サンウェルズ","東P","702","+100.0(+16.61%)","702.0","24,724"
"9247","TRE ＨＬＤＧ","東P","1568","+9.0(+0.58%)","1,568.0","82,494"
"9248","人・夢・技術グループ","東P","1535","-35.0(-2.23%)","1,535.0","14,454"
"9260","西本Ｗｉｓｍｅｔｔａｃ　ＨＬＤ","東P","1923","+1.0(+0.05%)","1,923.0","82,803"
"9267","Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅ","東P","2917","-18.0(-0.61%)","2,917.0","90,418"
"9273","コーア商事ＨＬＤＧ","東P","727","+12.0(+1.68%)","727.0","30,621"
"9274","ＫＰＰグループＨＬＤＧ","東P","692","-6.0(-0.86%)","692.0","50,685"
"9278","ブックオフグループＨＬＤＧ","東P","1333","-3.0(-0.22%)","1,333.0","27,390"
"9279","ギフトＨＬＤＧ","東P","3845","-45.0(-1.16%)","3,845.0","76,780"
"9301","三菱倉庫","東P","1032.0","+0.5(+0.05%)","1,032.0","400,620"
"9302","三井倉庫ＨＬＤＧ","東P","7560","-50.0(-0.66%)","7,560.0","188,882"
"9303","住友倉庫","東P","2772","-1.0(-0.04%)","2,772.0","219,674"
"9304","澁澤倉庫","東P","3150","-15.0(-0.47%)","3,150.0","47,936"
"9305","ヤマタネ","東P","3845","+55.0(+1.45%)","3,845.0","43,618"
"9310","日本トランスシティ","東P","960","-25.0(-2.54%)","960.0","64,457"
"9319","中央倉庫","東P","1437","-7.0(-0.48%)","1,437.0","27,396"
"9324","安田倉庫","東P","1820","-43.0(-2.31%)","1,820.0","55,255"
"9332","ＮＩＳＳＯＨＬＤＧ","東P","791","-2.0(-0.25%)","791.0","26,914"
"9336","大栄環境","東P","2821","+19.0(+0.68%)","2,821.0","281,798"
"9341","ＧＥＮＯＶＡ","東P","1070","+3.0(+0.28%)","1,070.0","19,045"
"9347","日本管財ＨＬＤＧ","東P","2585","-15.0(-0.58%)","2,585.0","106,451"
"9364","上組","東P","3302.0","-3.0(-0.09%)","3,302.0","370,078"
"9381","エーアイテイー","東P","1669","-3.0(-0.18%)","1,669.0","39,912"
"9384","内外トランスライン","東P","2464","-41.0(-1.64%)","2,464.0","26,360"
"9386","日本コンセプト","東P","1833","+0.0(+0.00%)","1,833.0","25,421"
"9401","ＴＢＳＨＬＤＧ","東P","4304.0","-148.0(-3.32%)","4,304.0","712,704"
"9404","日本テレビＨＬＤＧ","東P","2855.0","-109.0(-3.68%)","2,855.0","753,212"
"9405","朝日放送グループＨＬＤＧ","東P","685","-2.0(-0.29%)","685.0","28,656"
"9409","テレビ朝日ＨＬＤＧ","東P","2625","-53.0(-1.98%)","2,625.0","284,889"
"9412","スカパーＪＳＡＴ　ＨＬＤＧ","東P","1117","-13.0(-1.15%)","1,117.0","332,510"
"9413","テレビ東京ＨＬＤＧ","東P","3545","-100.0(-2.74%)","3,545.0","97,769"
"9416","ビジョン","東P","1157","+24.0(+2.12%)","1,157.0","58,338"
"9418","Ｕ−ＮＥＸＴ　ＨＬＤＧ","東P","1840","-5.0(-0.27%)","1,840.0","331,891"
"9424","日本通信","東P","162","+5.0(+3.18%)","162.0","26,880"
"9432","日本電信電話","東P","147.2","-1.8(-1.21%)","147.2","13,329,006"
"9433","ＫＤＤＩ","東P","4921.0","-61.0(-1.22%)","4,921.0","10,786,074"
"9434","ソフトバンク","東P","211.6","+0.4(+0.19%)","211.6","10,105,421"
"9435","光通信","東P","37630.0","-120.0(-0.32%)","37,630.0","1,665,867"
"9438","エムティーアイ","東P","940","+6.0(+0.64%)","940.0","56,656"
"9449","ＧＭＯインターネットグループ","東P","3015.0","+20.0(+0.67%)","3,015.0","329,167"
"9450","ファイバーゲート","東P","998","-12.0(-1.19%)","998.0","20,552"
"9468","ＫＡＤＯＫＡＷＡ","東P","3672.0","+11.0(+0.30%)","3,672.0","547,092"
"9470","学研ＨＬＤＧ","東P","1000","+5.0(+0.50%)","1,000.0","44,633"
"9474","ゼンリン","東P","986","+4.0(+0.41%)","986.0","56,499"
"9501","東京電力ＨＬＤＧ","東P","392.4","-9.7(-2.41%)","392.4","630,594"
"9502","中部電力","東P","1565.0","-15.0(-0.95%)","1,565.0","1,186,270"
"9503","関西電力","東P","1698.5","-11.5(-0.67%)","1,698.5","1,893,704"
"9504","中国電力","東P","841.5","-13.5(-1.58%)","841.5","325,791"
"9505","北陸電力","東P","776.0","-17.0(-2.14%)","776.0","163,219"
"9506","東北電力","東P","1062.5","-25.5(-2.34%)","1,062.5","534,313"
"9507","四国電力","東P","1138.5","-8.0(-0.70%)","1,138.5","236,271"
"9508","九州電力","東P","1278.5","-24.0(-1.84%)","1,278.5","606,244"
"9509","北海道電力","東P","717.4","-10.5(-1.44%)","717.4","154,450"
"9511","沖縄電力","東P","920","-10.0(-1.08%)","920.0","52,374"
"9513","電源開発","東P","2514.0","-18.5(-0.73%)","2,514.0","460,190"
"9517","イーレックス","東P","773","+0.0(+0.00%)","773.0","60,346"
"9519","レノバ","東P","722","-7.0(-0.96%)","722.0","65,842"
"9531","東京瓦斯","東P","4773.0","+40.0(+0.85%)","4,773.0","1,856,191"
"9532","大阪瓦斯","東P","3240.0","-5.0(-0.15%)","3,240.0","1,309,301"
"9533","東邦瓦斯","東P","3993.0","+28.0(+0.71%)","3,993.0","420,288"
"9534","北海道瓦斯","東P","521","-5.0(-0.95%)","521.0","46,207"
"9535","広島ガス","東P","352","+0.0(+0.00%)","352.0","24,148"
"9536","西部ガスＨＬＤＧ","東P","1653","+0.0(+0.00%)","1,653.0","61,471"
"9543","静岡ガス","東P","1028","-5.0(-0.48%)","1,028.0","78,326"
"9551","メタウォーター","東P","1975","+30.0(+1.54%)","1,975.0","90,373"
"9552","Ｍ＆Ａ総研ＨＬＤＧ","東P","1575","-90.0(-5.41%)","1,575.0","93,418"
"9600","アイネット","東P","1984","+27.0(+1.38%)","1,984.0","32,225"
"9601","松竹","東P","11670","+60.0(+0.52%)","11,670.0","162,655"
"9602","東宝","東P","7182.0","-43.0(-0.60%)","7,182.0","1,339,375"
"9603","エイチ・アイ・エス","東P","1455","-14.0(-0.95%)","1,455.0","116,198"
"9605","東映","東P","5230","-80.0(-1.51%)","5,230.0","386,207"
"9612","ラックランド","東P","1882","-20.0(-1.05%)","1,882.0","19,567"
"9613","ＮＴＴデータグループ","東P","3048.0","-46.0(-1.49%)","3,048.0","4,274,820"
"9616","共立メンテナンス","東P","3015.0","-25.0(-0.82%)","3,015.0","236,496"
"9619","イチネンＨＬＤＧ","東P","1738","-11.0(-0.63%)","1,738.0","42,168"
"9621","建設技術研究所","東P","2434","+5.0(+0.21%)","2,434.0","68,926"
"9622","スペース","東P","1088","+2.0(+0.18%)","1,088.0","28,941"
"9627","アインＨＬＤＧ","東P","4518.0","+38.0(+0.85%)","4,518.0","160,065"
"9628","燦ＨＬＤＧ","東P","1234","-35.0(-2.76%)","1,234.0","28,382"
"9629","ピー・シー・エー","東P","1935","+7.0(+0.36%)","1,935.0","42,570"
"9644","タナベコンサルティンググループ","東P","1288","-10.0(-0.77%)","1,288.0","22,551"
"9658","ビジネスブレイン太田昭和","東P","2580","+49.0(+1.94%)","2,580.0","32,830"
"9663","ナガワ","東P","6540","-130.0(-1.95%)","6,540.0","106,976"
"9672","東京都競馬","東P","4745","+25.0(+0.53%)","4,745.0","136,489"
"9678","カナモト","東P","3085","+15.0(+0.49%)","3,085.0","119,520"
"9682","ＤＴＳ","東P","4370","-40.0(-0.91%)","4,370.0","186,521"
"9684","スクウェア・エニックスＨＬＤＧ","東P","7088.0","+104.0(+1.49%)","7,088.0","868,504"
"9692","シーイーシー","東P","1881","+0.0(+0.00%)","1,881.0","67,828"
"9697","カプコン","東P","3919.0","+27.0(+0.69%)","3,919.0","2,088,871"
"9699","ニシオＨＬＤＧ","東P","4230","+35.0(+0.83%)","4,230.0","120,096"
"9702","アイ・エス・ビー","東P","1316","+3.0(+0.23%)","1,316.0","15,052"
"9706","日本空港ビルデング","東P","4674.0","-31.0(-0.66%)","4,674.0","435,362"
"9715","トランス・コスモス","東P","3155","+0.0(+0.00%)","3,155.0","138,388"
"9716","乃村工藝社","東P","904","+6.0(+0.67%)","904.0","108,387"
"9719","ＳＣＳＫ","東P","3655.0","+65.0(+1.81%)","3,655.0","1,143,559"
"9722","藤田観光","東P","9640","-30.0(-0.31%)","9,640.0","117,680"
"9729","トーカイ","東P","2089","-26.0(-1.23%)","2,089.0","75,290"
"9735","セコム","東P","5125.0","-41.0(-0.79%)","5,125.0","2,391,324"
"9739","ＮＳＷ","東P","2937","-45.0(-1.51%)","2,937.0","43,761"
"9740","セントラル警備保障","東P","2907","+31.0(+1.08%)","2,907.0","43,072"
"9742","アイネス","東P","1816","+6.0(+0.33%)","1,816.0","37,954"
"9743","丹青社","東P","901","-3.0(-0.33%)","901.0","43,630"
"9744","メイテックグループＨＬＤＧ","東P","2996.5","+16.5(+0.55%)","2,996.5","233,727"
"9746","ＴＫＣ","東P","3865","+45.0(+1.18%)","3,865.0","205,488"
"9749","富士ソフト","東P","9804.0","-11.0(-0.11%)","9,804.0","660,790"
"9755","応用地質","東P","2959","-31.0(-1.04%)","2,959.0","73,561"
"9757","船井総研ＨＬＤＧ","東P","2382","-18.0(-0.75%)","2,382.0","119,100"
"9759","ＮＳＤ","東P","3545.0","-10.0(-0.28%)","3,545.0","304,870"
"9765","オオバ","東P","992","-7.0(-0.70%)","992.0","16,864"
"9766","コナミグループ","東P","19140.0","+140.0(+0.74%)","19,140.0","2,746,590"
"9769","学究社","東P","2053","+6.0(+0.29%)","2,053.0","22,518"
"9787","イオンディライト","東P","4495","-15.0(-0.33%)","4,495.0","217,871"
"9788","ナック","東P","663","+1.0(+0.15%)","663.0","30,905"
"9790","福井コンピュータＨＬＤＧ","東P","3145","+85.0(+2.78%)","3,145.0","65,102"
"9793","ダイセキ","東P","3760","-35.0(-0.92%)","3,760.0","191,760"
"9795","ステップ","東P","2199","+22.0(+1.01%)","2,199.0","36,657"
"9824","泉州電業","東P","5060","-30.0(-0.59%)","5,060.0","93,610"
"9830","トラスコ中山","東P","2021","-25.0(-1.22%)","2,021.0","133,404"
"9831","ヤマダＨＬＤＧ","東P","438.6","-0.9(-0.20%)","438.6","424,066"
"9832","オートバックスセブン","東P","1485","+11.0(+0.75%)","1,485.0","121,844"
"9837","モリト","東P","1522","+7.0(+0.46%)","1,522.0","45,660"
"9842","アークランズ","東P","1635","-4.0(-0.24%)","1,635.0","105,839"
"9843","ニトリＨＬＤＧ","東P","16110.0","-175.0(-1.07%)","16,110.0","1,843,685"
"9850","グルメ杵屋","東P","1084","-6.0(-0.55%)","1,084.0","24,835"
"9861","吉野家ＨＬＤＧ","東P","2912.5","+15.5(+0.54%)","2,912.5","189,690"
"9869","加藤産業","東P","4405","-5.0(-0.11%)","4,405.0","154,175"
"9880","イノテック","東P","1384","-4.0(-0.29%)","1,384.0","18,961"
"9882","イエローハット","東P","2901","-10.0(-0.34%)","2,901.0","144,827"
"9887","松屋フーズＨＬＤＧ","東P","5830","-20.0(-0.34%)","5,830.0","111,143"
"9889","ＪＢＣＣ　ＨＬＤＧ","東P","4820","-115.0(-2.33%)","4,820.0","85,669"
"9900","サガミＨＬＤＧ","東P","1779","-9.0(-0.50%)","1,779.0","53,907"
"9902","日伝","東P","2963","+44.0(+1.51%)","2,963.0","91,515"
"9928","ミロク情報サービス","東P","1856","+4.0(+0.22%)","1,856.0","64,600"
"9932","杉本商事","東P","1288","+8.0(+0.63%)","1,288.0","29,364"
"9934","因幡電機産業","東P","3898.0","+30.0(+0.78%)","3,898.0","220,089"
"9936","王将フードサービス","東P","3045","-5.0(-0.16%)","3,045.0","212,720"
"9946","ミニストップ","東P","1716","+0.0(+0.00%)","1,716.0","50,404"
"9948","アークス","東P","2739","-4.0(-0.15%)","2,739.0","157,903"
"9956","バローＨＬＤＧ","東P","2226","-6.0(-0.27%)","2,226.0","120,176"
"9960","東テク","東P","2563","-3.0(-0.12%)","2,563.0","107,554"
"9962","ミスミグループ本社","東P","2508.5","+152.5(+6.47%)","2,508.5","714,931"
"9974","ベルク","東P","6490","-100.0(-1.52%)","6,490.0","135,432"
"9983","ファーストリテイリング","東P","48190.0","-1,010.0(-2.05%)","48,190.0","15,335,070"
"9984","ソフトバンクグループ","東P","9649.0","-190.0(-1.93%)","9,649.0","14,183,982"
"9987","スズケン","東P","5017.0","+28.0(+0.56%)","5,017.0","390,026"
"9989","サンドラッグ","東P","4307.0","+110.0(+2.62%)","4,307.0","513,959"
"9990","サックスバー　ＨＬＤＧ","東P","924","+1.0(+0.11%)","924.0","27,591"
"9991","ジェコス","東P","1042","-11.0(-1.04%)","1,042.0","35,215"
"9997","ベルーナ","東P","927","+9.0(+0.98%)","927.0","90,146"
